Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
29 abr 2024,CI,Concepción,Av. Costanera,null,3110.4210526315787,1050.671052631579,16650
7 dic 2023,CI,Concepción,Av. Ignacio Collao,null,735.376923076923,438.10769230769233,16627
14 sept 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2228.8761904761905,819.7619047619048,16580
4 mar 2024,CI,Hualpén,Av. Jorge Alessandri,null,1974,561.0181818181818,16546
8 sept 2023,CI,Concepción,Av. Costanera,null,2205.0925925925926,430.8611111111111,16488
27 dic 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2432.8434782608697,1615.6608695652174,16471
5 sept 2023,CI,Concepción,Av. Paicaví,null,1636.5,583.2884615384615,16438
12 mar 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,null,1135.7457627118645,859.9209039548023,16357
28 mar 2024,CI,Concepción,Av. Alonso de Ribera,null,2435.5675675675675,476.1216216216216,16353
10 nov 2023,CI,Concepción,Av. Ignacio Collao,null,930.5874125874126,879.4125874125874,16325
21 ene 2024,CI,Hualpén,Camino a Lenga,null,2898.0851063829787,1765.7702127659575,16305
4 nov 2023,CI,San Pedro de la Paz,Ruta 160,null,3140.655172413793,1052.4310344827586,16286
24 nov 2023,CI,Concepción,Av. Los Carrera,null,1051.5966386554621,447.2689075630252,16238
29 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2539.6451612903224,839.1720430107526,16212
8 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1978.47311827957,711.6021505376344,16163
31 ene 2024,CI,San Pedro de la Paz,Ruta 160,null,2081.7045454545455,437.90909090909093,16076
23 jun 2023,CI,Concepción,Av. Paicaví,null,2686.8970588235293,1255.8382352941176,16015
29 jun 2023,CI,Concepción,Av. Paicaví,null,2475.4133333333334,1211.1866666666667,15946
13 sept 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2188.0104166666665,578.9270833333334,15853
7 may 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2366.825,970.2,15820
24 mar 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1727.9701492537313,431.4029850746269,15777
2 may 2024,CI,Concepción,Av. Paicaví,null,2611.7391304347825,1248.3260869565217,15753
27 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,null,2146,817.8850574712644,15750
7 dic 2023,CI,Concepción,Av. Jorge Alessandri,null,2113.9583333333335,514.6458333333334,15744
29 sept 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1812.2612612612613,641.6036036036036,15738
29 feb 2024,CI,San Pedro de la Paz,Ruta 160,null,2354.1645569620255,577.0759493670886,15717
28 mar 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2283.731707317073,858.0365853658536,15690
1 dic 2023,CI,Concepción,Av. Jorge Alessandri,null,2620.6666666666665,378.27450980392155,15621
8 ago 2023,CI,Concepción,Av. Paicaví,null,1373.8486842105262,484.1842105263158,15621
6 ago 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2019.8131868131868,919.7582417582418,15595
29 abr 2024,CI,Concepción,Av. Jorge Alessandri,null,2993.189189189189,436.4864864864865,15589
11 jul 2023,CI,Concepción,Av. Jorge Alessandri,null,3096.675675675676,519.027027027027,15565
21 sept 2023,CI,San Pedro de la Paz,Ruta 160,null,2668.4210526315787,832.0526315789474,15522
1 may 2024,CI,Concepción,Av. Jorge Alessandri,null,1931.1702127659576,865.3404255319149,15520
28 jun 2023,CI,Los Ángeles,Ruta 180,null,6200.119113573407,1059.8116343490306,15439
17 jul 2023,CI,San Pedro de la Paz,Ruta 160,null,2654.1290322580644,1272.1129032258063,15357
26 oct 2023,CI,Concepción,Av. Los Carrera,null,1202.5744680851064,593.9574468085107,15324
29 dic 2023,CI,Concepción,Av. Paicaví,null,1655.5555555555557,557.5925925925926,15263
29 sept 2023,CI,Concepción,Av. Alonso de Ribera,null,2328.0188679245284,571.188679245283,15238
12 mar 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,770.2295081967213,15234
28 nov 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1410.7246376811595,619.8115942028985,15157
30 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2311.723404255319,867.5106382978723,15141
30 abr 2024,CI,Concepción,Av. Los Carrera,null,1146.1025641025642,883.1538461538462,15107
8 mar 2024,CI,Concepción,Av. Paicaví,null,1445.2222222222222,463.14444444444445,15084
12 sept 2023,CI,San Pedro de la Paz,Ruta 160,null,2505.0246913580245,856.3703703703703,15075
26 ago 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1996.8433734939758,675.3614457831326,15036
10 jul 2023,CI,Concepción,Av. Padre Hurtado,null,1632.361111111111,1497.8472222222222,15016
5 sept 2023,CI,Concepción,Av. Jorge Alessandri,null,2533.451612903226,495.66129032258067,14998
29 ene 2024,CI,San Pedro de la Paz,Ruta 160,null,2815.2909090909093,1123.4,14990
16 dic 2023,CI,Concepción,Av. Jorge Alessandri,null,3173.6585365853657,485.5609756097561,14968
6 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2221.1473684210528,975.9368421052632,14892
13 sept 2023,CI,Concepción,Av. Los Carrera,null,1193.0416666666667,601.15625,14871
19 ene 2024,CI,Concepción,Av. Alonso de Ribera,null,2757.826923076923,331.6730769230769,14846
18 abr 2024,CI,Concepción,Av. Alonso de Ribera,null,2496.8275862068967,675.448275862069,14805
9 nov 2023,CI,Concepción,Av. Ignacio Collao,null,811.8255033557047,574.9798657718121,14782
8 mar 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,1150.3548387096773,14778
8 jul 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2117.597014925373,760.7910447761194,14771
29 jun 2023,CI,Hualpén,Av. Jorge Alessandri,null,1872.2264150943397,327.9811320754717,14740
1 feb 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2058.5842696629215,977.0112359550562,14698
5 abr 2024,CI,Concepción,Av. Los Carrera,null,1059.5564516129032,586.9516129032259,14690
3 abr 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,null,1084.8345323741007,387.76978417266184,14670
17 jul 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1718.1046511627908,641.9883720930233,14666
31 oct 2023,CI,Concepción,San Martín,null,1392.7835820895523,701.5597014925373,14658
26 oct 2023,CI,Concepción,Av. Alonso de Ribera,null,1627.1739130434783,532.7391304347826,14649
14 jul 2023,CI,San Pedro de la Paz,Ruta 160,null,3418.9814814814813,1050.388888888889,14648
24 jun 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2168.793103448276,1074.8735632183907,14582
29 jun 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1407.076923076923,433.83076923076925,14574
3 sept 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1874.4615384615386,940.2307692307693,14552
23 mar 2024,CI,Concepción,Serrano,null,1191.84,503.49333333333334,14482
11 dic 2023,CI,San Pedro de la Paz,Ruta 160,null,3109.5636363636363,950.9272727272727,14460
5 jul 2023,CI,Concepción,Av. Los Carrera,null,1321.4588235294118,698.5058823529412,14428
1 ene 2024,CI,Chiguayante,Av. O'Higgins,null,2207.1391304347826,499.02608695652174,14394
8 ene 2024,CI,San Pedro de la Paz,Ruta 160,null,2690.448275862069,947.2931034482758,14352
4 sept 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1462.978021978022,455.3626373626374,14339
14 sept 2023,CI,Concepción,Av. Costanera,null,2547.3673469387754,549.6224489795918,14320
22 mar 2024,CI,San Pedro de la Paz,Ruta 160,null,2833,1995.1538461538462,14278
2 mar 2024,CI,San Pedro de la Paz,Ruta 160,null,1926.7166666666667,413.2,14243
1 may 2024,CI,Concepción,Av. Paicaví,null,2726.4210526315787,1492.342105263158,14221
30 sept 2023,CI,Concepción,Av. Costanera,null,2540.435185185185,671.5,14199
8 jul 2023,CI,Hualpén,Av. Jorge Alessandri,null,1963.9756097560976,271.4634146341463,14144
6 may 2024,CI,Concepción,Av. Los Carrera,null,1031.3170731707316,644.1056910569106,14133
20 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2037.7105263157894,576.0657894736842,14102
26 mar 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,null,1033.26875,566.975,14072
22 dic 2023,CI,Concepción,Av. Jorge Alessandri,null,2459.342105263158,218.1315789473684,14057
22 dic 2023,CI,Concepción,Orompello,null,775.7640449438202,658.5842696629213,14043
6 mar 2024,CI,Concepción,Av. Los Carrera,null,1195.0714285714287,593.6190476190476,14022
9 sept 2023,CI,San Pedro de la Paz,Ruta 160,null,2722.630769230769,1050.4,13979
6 mar 2024,CI,San Pedro de la Paz,Ruta 160,null,3270.4871794871797,2464.974358974359,13955
3 ago 2023,CI,Concepción,Av. Paicaví,null,2278.2272727272725,1601.4545454545455,13894
25 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,null,1696.010989010989,618.7802197802198,13885
15 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2055.858974358974,731.5512820512821,13847
9 ago 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2181.029702970297,762.4950495049505,13830
19 ene 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1381.5510204081634,464.3673469387755,13828
20 nov 2023,CI,San Pedro de la Paz,Ruta 160,null,2608.446808510638,1884.6382978723404,13794
4 mar 2024,CI,San Pedro de la Paz,Ruta 160,null,2582.3809523809523,1384.1666666666667,13774
20 mar 2024,CI,Concepción,Av. Los Carrera,null,1461.3809523809523,660.8253968253969,13718
6 jul 2023,CI,Concepción,Av. Los Carrera,null,1594.9272727272728,683.9090909090909,13696
1 may 2024,CI,Concepción,Ruta 154 / Autopista Concepción-Talcahuano,null,1440.6486486486488,551.7297297297297,13677
1 feb 2024,CI,Chiguayante,Ruta Q-60-O,null,5452.133333333333,1356.4933333333333,13672
2 sept 2023,CI,San Pedro de la Paz,Av. Michaihue,null,872.9723618090452,670.3115577889447,13644
5 sept 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,332.17857142857144,13602
6 dic 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2401.4545454545455,952.3977272727273,13570
5 feb 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1954.7916666666667,796.7222222222222,13525
28 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,null,1406.4,644.9285714285714,13502
9 oct 2023,CI,Tomé,Ruta N-14-O,null,2638.078651685393,668.7528089887641,13401
7 ago 2023,CI,Concepción,Av. Costanera,null,1703,454.1232876712329,13388
1 ago 2023,CI,Concepción,Av. Paicaví,null,2266.9166666666665,1189.75,13386
3 abr 2024,CI,Concepción,Av. Paicaví,null,1438.6774193548388,501.5806451612903,13337
26 abr 2024,CI,Concepción,Av. Costanera,null,1454.72,488.6933333333333,13252
1 may 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2052.372549019608,801.7058823529412,13181
5 may 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2282.862068965517,771.8965517241379,13134
11 ene 2024,CI,Concepción,Av. Los Carrera,null,1595.8115942028985,769.5217391304348,13119
10 jul 2023,CI,Concepción,Av. Los Carrera,null,1870.0487804878048,1325.2926829268292,13082
10 may 2024,CI,Concepción,Av. Paicaví,null,2427.177777777778,832.7555555555556,13056
29 abr 2024,CI,Concepción,Av. Alonso de Ribera,null,2607.5438596491226,1539.9298245614036,13022
24 nov 2023,CI,Hualpén,Arteaga Alemparte,null,1678.30625,946.2,13006
18 abr 2024,CI,Concepción,Av. Paicaví,null,1755.2777777777778,1133.5925925925926,12994
23 mar 2024,CI,Concepción,Av. Pedro de Valdivia,null,1554.9710144927535,649.2898550724638,12951
26 abr 2024,CI,San Pedro de la Paz,Ruta 160,null,2874.608695652174,2037.9130434782608,12926
12 abr 2024,CI,Concepción,Av. San Juan Bosco,null,791.7234042553191,485.7340425531915,12920
5 jul 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2414.3690476190477,1088.0833333333333,12891
29 abr 2024,CI,Concepción,Av. Paicaví,null,2052.9811320754716,1097.7735849056603,12864
15 sept 2023,CI,Hualpén,Av. Jorge Alessandri,null,1974,259.8837209302326,12825
11 nov 2023,CI,Concepción,Av. Jorge Alessandri,null,2352.72,407.58,12819
6 ago 2023,CI,Concepción,Víctor Lamas,null,1418.0181818181818,405.1,12787
30 sept 2023,CI,Talcahuano,Av. Vasco Núñez de Balboa,null,840.216049382716,516.9135802469136,12775
1 abr 2024,CI,San Pedro de la Paz,Ruta 160,null,3186.358974358974,2707.1794871794873,12772
1 sept 2023,CI,San Pedro de la Paz,Av. Michaihue,null,949.5757575757576,1125.2954545454545,12730
4 ago 2023,CI,San Pedro de la Paz,Av. Jorge Alessandri,null,964.6716417910447,330.13432835820896,12726
31 jul 2023,CI,Hualpén,Av. Jorge Alessandri,null,1974,661.1489361702128,12707
28 mar 2024,CI,San Pedro de la Paz,Ruta 160,null,3194.840909090909,2912.840909090909,12684
3 feb 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1952.4848484848485,633.560606060606,12683
15 sept 2023,CI,Concepción,Av. Los Carrera,null,1069.575221238938,443.78761061946904,12670
9 feb 2024,CI,Concepción,Av. Los Carrera,null,967.5333333333333,927.0484848484848,12665
11 ago 2023,CI,Concepción,Av. Ignacio Collao,null,829.4397590361446,573.1626506024096,12626
12 mar 2024,CI,Concepción,Víctor Lamas,null,1390.5806451612902,503.7741935483871,12624
29 sept 2023,CI,San Pedro de la Paz,Ruta 160,null,2143.181818181818,719.0909090909091,12607
28 nov 2023,CI,San Pedro de la Paz,Ruta 160,null,3130.9268292682927,1759.9024390243903,12554
2 nov 2023,CI,Concepción,Av. Jorge Alessandri,null,2451.7714285714287,333.51428571428573,12527
8 nov 2023,CI,Concepción,Av. Ignacio Collao,null,690.9659863945578,425.83673469387753,12517
20 dic 2023,CI,Concepción,Av. Los Carrera,null,1149.5357142857142,491.35714285714283,12493
11 dic 2023,CI,Concepción,Av. 21 de Mayo,null,1371.483870967742,829.0752688172043,12458
5 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1911.1290322580646,539.6344086021505,12441
10 may 2024,CI,Concepción,Av. Costanera,null,3634.653846153846,586.6538461538462,12437
2 feb 2024,CI,San Pedro de la Paz,Ruta 160,null,2623.7045454545455,868.9318181818181,12411
10 ago 2023,CI,San Pedro de la Paz,Ruta 160,null,2718.883333333333,919.2666666666667,12401
15 sept 2023,CI,Talcahuano,Av. Cristóbal Colón,null,1386.912408759124,493.56934306569343,12388
25 oct 2023,CI,Concepción,Av. Paicaví,null,1989.050847457627,611.542372881356,12351
16 feb 2024,CI,Concepción,Av. San Juan Bosco,null,1068.392523364486,595.1495327102804,12334
23 dic 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1850.6271186440679,611.6610169491526,12299
4 ene 2024,CI,Concepción,Av. Los Carrera,null,1134.44,1029.808,12299
25 mar 2024,CI,Hualpén,Av. Gran Bretaña,null,1485.4864864864865,736.4864864864865,12265
24 nov 2023,CI,Concepción,Ramón Carrasco,null,1095.3,791.8181818181819,12218
15 mar 2024,CI,Concepción,Av. San Juan Bosco,null,836.7272727272727,514.6103896103896,12213
16 nov 2023,CI,San Pedro de la Paz,Ruta 160,null,3137.8333333333335,2169.714285714286,12173
2 feb 2024,CI,Concepción,Av. Jorge Alessandri,null,2708.9714285714285,340.4,12154
31 jul 2023,CI,Concepción,Av. Paicaví,null,2033.407894736842,1140.8947368421052,12146
25 sept 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,347.68333333333334,12103
1 sept 2023,CI,Concepción,Av. Alonso de Ribera,null,1812.3275862068965,484.32758620689657,12098
29 jun 2023,CI,Concepción,Av. Jorge Alessandri,null,3031.0588235294117,401.55882352941177,12094
9 abr 2024,CI,San Pedro de la Paz,Ruta 160,null,2348.1785714285716,973.7857142857143,12093
21 ago 2023,CI,Concepción,Av. Paicaví,null,2823.326530612245,1565.1020408163265,12020
20 mar 2024,CI,Concepción,Av. Costanera,null,1824.1044776119404,447.910447761194,12010
4 mar 2024,CI,Concepción,Av. Los Carrera,null,1287.2876712328766,684.931506849315,12006
26 oct 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2571.9803921568628,642.0588235294117,11990
11 sept 2023,CI,San Pedro de la Paz,Ruta 160,null,2213.116666666667,740.6,11983
1 abr 2024,CI,Concepción,Av. Los Carrera,null,912.9202898550725,635.3840579710145,11965
28 ago 2023,CI,San Pedro de la Paz,Ruta 160,HAZARD,3115.478260869565,2777.4565217391305,11924
27 mar 2024,CI,Concepción,Av. Paicaví,null,1495.3035714285713,612.5714285714286,11907
29 jun 2023,CI,Concepción,Av. Los Carrera,null,1476.0188679245282,695.9056603773585,11889
27 nov 2023,CI,Concepción,Puente Llacolén,null,1623.5581395348838,504.52713178294573,11859
20 mar 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,null,1162.0804597701149,369.1264367816092,11813
25 mar 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1449.2380952380952,462.2857142857143,11811
5 oct 2023,CI,Concepción,Av. Ignacio Collao,null,787.92,625.832,11795
10 jul 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1782.9342105263158,569.8947368421053,11784
19 mar 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2813.5151515151515,792.969696969697,11783
15 ene 2024,CI,Concepción,Av. Los Carrera,null,1054.925,635.2083333333334,11782
29 dic 2023,CI,San Pedro de la Paz,Puente Juan Pablo II,null,1565.4444444444443,293.5858585858586,11757
4 ago 2023,CI,San Pedro de la Paz,Puente Juan Pablo II,null,2117.4057971014495,568.5217391304348,11736
12 mar 2024,CI,Concepción,Av. Jorge Alessandri,null,1721.551724137931,483.2068965517241,11701
6 oct 2023,CI,Concepción,Av. Paicaví,null,2104.1973684210525,762.2763157894736,11687
19 dic 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1852.5151515151515,652.8636363636364,11680
21 dic 2023,CI,Concepción,Av. Los Carrera,null,1610.9302325581396,500.86046511627904,11672
21 mar 2024,CI,San Pedro de la Paz,Ruta 160,null,3406.8863636363635,2002.159090909091,11669
17 dic 2023,CI,Chiguayante,Av. O'Higgins,null,1659.179012345679,518.4382716049382,11636
7 dic 2023,CI,Concepción,Av. Alonso de Ribera,null,1825.3703703703704,555.574074074074,11633
24 ago 2023,CI,San Pedro de la Paz,Ruta 160,null,3183.4,2252.525,11619
7 dic 2023,CI,San Pedro de la Paz,Ruta 160,null,3395.4150943396226,876.377358490566,11598
1 jul 2023,CI,Concepción,Av. Jorge Alessandri,null,2821.4736842105262,271.8421052631579,11588
3 oct 2023,CI,Concepción,Av. Jorge Alessandri,null,2593.309523809524,366.8809523809524,11588
3 may 2024,CI,Talcahuano,Av. Cristóbal Colón,null,1280.0992366412213,774.412213740458,11577
1 oct 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1748.0806451612902,584.4677419354839,11545
8 abr 2024,CI,San Pedro de la Paz,Ruta 160,null,3283.6315789473683,2591.9473684210525,11539
23 mar 2024,CI,Concepción,Av. Arturo Prat,null,736.2950819672132,408.62295081967216,11526
12 oct 2023,CI,Concepción,Av. Paicaví,null,1843.2162162162163,446.06756756756755,11525
19 ago 2023,CI,Concepción,Av. Jorge Alessandri,null,1564.1363636363637,343.5681818181818,11521
2 abr 2024,CI,Concepción,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,485.53846153846155,11494
23 mar 2024,CI,Concepción,Obispo Hipólito Salas,null,1023.0512820512821,1071.8974358974358,11445
18 abr 2024,CI,Hualpén,Av. Jorge Alessandri,null,1974,520.2413793103449,11440
18 dic 2023,CI,Concepción,Av. Paicaví,null,2207.5777777777776,878.2,11423
8 dic 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1939.6140350877192,654.2105263157895,11380
8 mar 2024,CI,Concepción,Manuel Bulnes,null,896.0942028985507,730.2753623188406,11355
23 feb 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,326.3243243243243,11299
1 feb 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1449.0731707317073,666.2926829268292,11297
30 oct 2023,CI,San Pedro de la Paz,Av. Jorge Alessandri,null,1019.0921052631579,764.2368421052631,11273
23 jun 2023,CI,Chiguayante,Av. Manuel Rodríguez,null,3198.6612903225805,593.0241935483871,11252
6 feb 2024,CI,Concepción,Av. Los Carrera,null,1079.9193548387098,610.3548387096774,11161
31 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1988.578125,849.125,11141
23 nov 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1445.4814814814815,371.9074074074074,11140
13 nov 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1411.450980392157,312.45098039215685,11091
29 sept 2023,CI,Concepción,Av. Paicaví,null,1685.3108108108108,960.8378378378378,11087
10 may 2024,CI,Concepción,Av. Alonso de Ribera,null,2660.4166666666665,445,11077
7 jul 2023,CI,San Pedro de la Paz,Puente Juan Pablo II,null,2043.5294117647059,415.69117647058823,11060
18 feb 2024,CI,Hualpén,Av. Jorge Alessandri,ACCIDENT,1470.5217391304348,1260.3478260869565,11041
3 jul 2023,CI,Concepción,Av. Paicaví,null,3030.9736842105262,1424.078947368421,11005
6 jul 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2406.315789473684,1095.9342105263158,10988
